1554696936.000000, 1554696936.000000, 1554696936.000000
32.000000, 32.000000, 32.000000
-28,8,56
-29,9,56
-29,9,56
-29,8,56
-29,8,56
-29,8,56
-29,8,56
-28,9,56
-28,9,57
-29,9,56
-28,7,56
-29,7,56
-33,5,54
-28,6,56
-29,6,55
-28,7,56
-28,6,56
-29,6,55
-27,8,57
-26,8,54
-26,9,56
-27,8,56
-31,10,58
-28,8,57
-30,6,57
-31,5,56
-30,5,54
-30,5,55
-28,6,56
-28,6,57
-29,6,55
-29,6,56
-30,7,55
-30,7,55
-30,7,56
-30,7,56
-30,7,56
-30,8,56
-30,8,56
-30,8,55
-30,8,56
-30,8,55
-30,7,55
-30,7,55
-30,8,56
-30,8,55
-30,7,56
-30,7,55
-30,7,55
-30,8,56
-30,8,55
-30,8,55
-30,8,55
-30,8,56
-30,8,55
-29,8,56
-30,8,55
-29,8,56
-29,8,55
-29,8,56
-29,8,56
-30,8,55
-30,8,55
-29,8,56
-30,8,55
-29,7,56
-29,8,55
-29,8,56
-30,8,56
-29,8,55
-29,8,56
-30,8,56
-29,8,56
-29,8,55
-30,8,55
-30,8,55
-29,8,56
-29,8,56
-29,8,55
-29,8,55
-29,8,56
-29,8,56
-29,8,56
-30,8,55
-29,8,55
-30,8,55
-30,8,56
-30,8,55
-30,8,55
-30,8,56
-30,8,56
-29,8,56
-30,8,56
-29,8,56
-29,8,55
-29,8,56
-30,8,55
-30,8,56
-29,8,56
-29,8,56
-30,8,55
-29,8,56
-30,8,55
-29,8,56
-29,8,56
-29,8,55
-29,8,56
-30,8,56
-30,8,56
-30,8,56
-29,8,56
-29,8,56
-30,8,56
-29,8,56
-29,8,56
-29,8,55
-30,8,56
-29,8,56
-29,8,55
-30,8,56
-29,8,56
-30,8,55
-29,8,55
-29,8,56
-30,8,55
-29,8,56
-29,8,56
-29,8,55
-29,8,56
-30,8,56
-29,8,56
-30,8,55
-29,8,56
-29,8,56
-30,8,56
-29,8,56
-29,8,56
-29,8,56
-30,8,55
-29,8,56
-29,8,56
-29,8,56
-30,8,56
-29,8,55
-29,8,56
-29,8,56
-29,8,56
-29,8,56
-30,8,55
-30,8,55
-29,8,56
-29,8,56
-30,8,56
-29,8,56
-29,8,55
-30,8,55
-29,8,56
-30,8,56
-29,8,56
-29,8,56
-30,8,55
-30,7,55
-30,8,55
-30,7,55
-30,8,56
-30,8,55
-29,8,55
-28,8,56
-28,9,56
-29,9,56
-29,9,56
-29,9,56
-29,9,55
-30,9,56
-30,8,55
-29,8,56
-29,9,55
-29,8,56
-30,8,55
-29,8,56
-29,8,55
-30,8,55
-29,8,56
-29,9,55
-30,8,55
-30,8,55
-29,8,56
-29,9,56
-30,8,56
-29,8,56
-30,8,55
-30,8,56
-29,9,56
-30,8,56
-30,8,55
-29,8,55
-29,9,56
-29,8,55
-29,8,55
-29,8,56
-29,8,56
-30,8,56
-29,8,55
-29,8,56
-29,8,55
-29,8,56
-30,8,55
-29,8,56
-29,8,55
-29,8,56
-30,8,55
-29,8,55
-30,8,55
-30,8,55
-29,9,56
-30,8,55
-29,8,56
-29,8,56
-30,8,56
-30,8,56
-29,9,56
-30,8,56
-29,8,56
-30,9,55
-30,8,55
-30,8,55
-30,8,55
-29,8,55
-30,8,56
-29,8,55
-30,9,56
-30,8,55
-29,9,56
-29,9,56
-30,8,55
-30,8,55
-29,9,56
-30,8,55
-30,8,55
-29,8,56
-30,8,55
-30,8,55
-30,8,56
-29,8,55
-30,8,55
-30,8,55
-30,8,56
-30,8,55
-30,8,55
-29,8,56
-29,8,55
-29,8,55
-30,8,55
-29,8,55
-30,8,55
-30,8,55
-30,8,55
-29,8,55
-29,8,55
-29,8,55
-30,9,55
-30,8,55
-30,8,56
-27,7,58
-24,8,59
-36,21,55
-29,6,58
-25,6,58
-30,10,56
-31,8,52
-28,7,57
-25,9,57
-35,8,52
-33,8,53
-34,9,54
-33,8,54
-37,7,52
-34,9,54
-33,8,54
-33,8,53
-33,8,53
-34,7,54
-35,7,53
-36,8,52
-37,8,51
-35,8,52
-34,8,53
-33,7,54
-31,8,54
-31,7,55
-29,7,56
-30,6,55
-29,7,55
-27,7,56
-33,8,55
-32,8,54
-31,8,56
-33,8,54
-32,8,54
-32,8,55
-32,8,54
-32,8,54
-32,8,54
-33,8,54
-32,8,54
-31,8,55
-32,8,54
-31,8,54
-32,8,55
-31,8,55
-32,8,54
-32,8,54
-32,9,54
-32,8,55
-32,8,54
-32,8,54
-32,8,54
-32,8,54
-32,9,54
-32,8,54
-32,8,54
-32,8,54
-32,8,54
-32,8,54
-31,8,54
-32,8,55
-32,8,54
-32,8,55
-32,8,54
-32,8,54
-32,8,54
-32,8,54
-32,8,54
-32,8,54
-33,8,54
-32,8,54
-32,8,55
-32,8,54
-32,8,55
-32,8,54
-32,8,54
-32,8,54
-33,8,54
-32,8,54
