1554696936.000000, IBI
26.188699,0.687531
49.095997,0.640654
49.767903,0.671906
50.455435,0.687531
51.142966,0.687531
66.159278,0.625029
66.784307,0.625029
67.534341,0.750034
68.159370,0.625029
68.878153,0.718783
69.565684,0.687531
70.221964,0.656280
77.144156,0.703157
94.754337,0.687531
95.394992,0.640654
141.772115,0.312514
161.710527,0.656280
162.413684,0.703157
163.038713,0.625029
163.726244,0.687531
164.382524,0.656280
165.054430,0.671906
165.710710,0.656280
166.460745,0.750034
167.085773,0.625029
167.742053,0.656280
168.413959,0.671906
169.085865,0.671906
169.773396,0.687531
170.445302,0.671906
171.132833,0.687531
171.804739,0.671906
172.523522,0.718783
173.211054,0.687531
195.821464,0.640654
202.196755,0.640654
202.884287,0.687531
203.524941,0.640654
246.323775,0.703157
247.042558,0.718783
247.745715,0.703157
248.495750,0.750034
249.230158,0.734409
249.933316,0.703157
250.667724,0.734409
251.370881,0.703157
252.074039,0.703157
252.792821,0.718783
253.495979,0.703157
254.183510,0.687531
254.886667,0.703157
255.574199,0.687531
256.277356,0.703157
256.980513,0.703157
257.683670,0.703157
258.386827,0.703157
293.232172,0.640654
293.888453,0.656280
324.811743,0.687531
336.062258,0.625029
342.750064,0.656280
343.421970,0.671906
344.093876,0.671906
344.765781,0.671906
345.422061,0.656280
346.093967,0.671906
346.765873,0.671906
347.437779,0.671906
348.078433,0.640654
348.734713,0.656280
356.375688,0.640654
357.000716,0.625029
357.641371,0.640654
358.297651,0.656280
358.938305,0.640654
359.610211,0.671906
360.266491,0.656280
360.938397,0.671906
361.625928,0.687531
362.313460,0.687531
362.969740,0.656280
363.657271,0.687531
364.344803,0.687531
365.032334,0.687531
372.704560,0.859414
386.377061,0.656280
397.893213,0.671906
398.580745,0.687531
399.268276,0.687531
399.924556,0.656280
400.565211,0.640654
410.753177,0.687531
411.440708,0.687531
412.128240,0.687531
412.800146,0.671906
420.722383,0.687531
421.425540,0.703157
422.050569,0.625029
422.722475,0.671906
423.378755,0.656280
424.050661,0.671906
424.691315,0.640654
425.363221,0.671906
426.050752,0.687531
426.738284,0.687531
427.441441,0.703157
428.113347,0.671906
428.832129,0.718783
436.738741,0.656280
437.363770,0.625029
438.004424,0.640654
438.645079,0.640654
439.332610,0.687531
440.051393,0.718783
440.692047,0.640654
441.332702,0.640654
442.004607,0.671906
442.676513,0.671906
443.317168,0.640654
444.004699,0.687531
444.676605,0.671906
445.317259,0.640654
445.989165,0.671906
446.629819,0.640654
447.254848,0.625029
447.895502,0.640654
448.567408,0.671906
471.396578,0.609403
472.005981,0.609403
472.646635,0.640654
473.271664,0.625029
473.927944,0.656280
474.537347,0.609403
508.554529,0.593777
509.101429,0.546900
509.679580,0.578151
510.257732,0.578151
510.851509,0.593777
511.460912,0.609403
512.070315,0.609403
512.679718,0.609403
517.726824,0.593777
518.367478,0.640654
519.008132,0.640654
519.664412,0.656280
520.320692,0.656280
531.477453,0.656280
532.149359,0.671906
532.821265,0.671906
533.493170,0.671906
534.086947,0.593777
534.836982,0.750034
535.508888,0.671906
536.180793,0.671906
536.837073,0.656280
537.524605,0.687531
538.196511,0.671906
538.884042,0.687531
539.602825,0.718783
540.274731,0.671906
540.962262,0.687531
541.634168,0.671906
542.306074,0.671906
542.977979,0.671906
543.649885,0.671906
544.337417,0.687531
545.024948,0.687531
545.728105,0.703157
546.384385,0.656280
547.103168,0.718783
560.588161,0.656280
561.197563,0.609403
561.838218,0.640654
562.463246,0.625029
563.119526,0.656280
563.760181,0.640654
564.416461,0.656280
565.088367,0.671906
565.760272,0.671906
566.432178,0.671906
567.104084,0.671906
567.775990,0.671906
568.463521,0.687531
569.088550,0.625029
569.776081,0.687531
570.447987,0.671906
571.057390,0.609403
571.729295,0.671906
572.401201,0.671906
573.041856,0.640654
573.682510,0.640654
574.338790,0.656280
575.010696,0.671906
575.651350,0.640654
576.323256,0.671906
576.995162,0.671906
577.651442,0.656280
578.338973,0.687531
579.010879,0.671906
606.918406,0.671906
607.605938,0.687531
608.293469,0.687531
609.012252,0.718783
619.012710,0.671906
619.700241,0.687531
620.387773,0.687531
621.059679,0.671906
621.747210,0.687531
622.434741,0.687531
623.122273,0.687531
623.794179,0.671906
624.481710,0.687531
625.059862,0.578151
625.809896,0.750034
626.481802,0.671906
627.184959,0.703157
627.888116,0.703157
635.747851,0.656280
636.451008,0.703157
637.138540,0.687531
637.763568,0.625029
640.498068,0.625029
652.654875,0.671906
653.342406,0.687531
654.045563,0.703157
654.748721,0.703157
655.436252,0.687531
656.139409,0.703157
656.826941,0.687531
657.483221,0.656280
658.186378,0.703157
658.811407,0.625029
666.686767,0.718783
667.311796,0.625029
667.936824,0.625029
668.530602,0.593777
669.202507,0.671906
669.796284,0.593777
670.436939,0.640654
671.077593,0.640654
671.780750,0.703157
672.452656,0.671906
673.124562,0.671906
673.765216,0.640654
703.313444,0.609403
704.047852,0.734409
704.672881,0.625029
715.798390,0.593777
719.517310,0.609403
720.126713,0.609403
720.767368,0.640654
721.408022,0.640654
722.064302,0.656280
734.424243,0.656280
735.127400,0.703157
746.456043,0.640654
754.737673,0.671906
755.440830,0.703157
756.206490,0.765660
756.831518,0.625029
763.159933,0.718783
763.878716,0.718783
764.597499,0.718783
783.442111,0.671906
784.098392,0.656280
784.785923,0.687531
785.442203,0.656280
786.145360,0.703157
786.801640,0.656280
787.645429,0.843789
795.270778,0.703157
795.958309,0.687531
796.630215,0.671906
797.333372,0.703157
798.005278,0.671906
798.692810,0.687531
805.568124,0.656280
806.240030,0.671906
806.896310,0.656280
807.630719,0.734409
808.255747,0.625029
808.943279,0.687531
809.599559,0.656280
810.224587,0.625029
810.865242,0.640654
811.505896,0.640654
812.130925,0.625029
823.568948,0.656280
824.209603,0.640654
824.944011,0.734409
835.413240,0.640654
836.116398,0.703157
836.725801,0.609403
837.366455,0.640654
837.991483,0.625029
838.632138,0.640654
839.288418,0.656280
839.929072,0.640654
840.585352,0.656280
841.241632,0.656280
841.897912,0.656280
882.399766,0.625029
883.056046,0.656280
883.696701,0.640654
884.337355,0.640654
884.993635,0.656280
885.649915,0.656280
886.290569,0.640654
886.962475,0.671906
887.603129,0.640654
888.259409,0.656280
888.915689,0.656280
889.571970,0.656280
890.212624,0.640654
890.868904,0.656280
891.509558,0.640654
892.165838,0.656280
892.806493,0.640654
893.415895,0.609403
894.025298,0.609403
894.650327,0.625029
895.306607,0.656280
895.931636,0.625029
896.556664,0.625029
897.166067,0.609403
897.884850,0.718783
898.431750,0.546900
899.056779,0.625029
899.603679,0.546900
900.181830,0.578151
900.791233,0.609403
901.416262,0.625029
902.072542,0.656280
902.728822,0.656280
903.385102,0.656280
904.041382,0.656280
904.697662,0.656280
1009.811848,0.765660
1010.546257,0.734409
1011.249414,0.703157
1011.936946,0.687531
1012.671354,0.734409
1013.343260,0.671906
1069.158315,0.609403
1069.720841,0.562526
1070.330244,0.609403
1070.908395,0.578151
1071.517798,0.609403
1072.111575,0.593777
1072.752229,0.640654
1073.299129,0.546900
1073.939784,0.640654
1074.549187,0.609403
1075.189841,0.640654
1075.814870,0.625029
1090.112399,0.593777
1090.753053,0.640654
1091.362456,0.609403
1095.737657,0.625029
1096.347059,0.609403
1096.972088,0.625029
1097.581491,0.609403
1098.206520,0.625029
1098.831548,0.625029
1099.456577,0.625029
1100.097231,0.640654
1100.722260,0.625029
1122.988904,0.703157
1123.692061,0.703157
1124.363967,0.671906
1125.067124,0.703157
1156.287303,0.609403
1156.865455,0.578151
1175.147542,0.656280
1175.788196,0.640654
1176.460102,0.671906
1177.022627,0.562526
1177.772662,0.750034
1178.382065,0.609403
1179.038345,0.656280
1179.647748,0.609403
1180.319653,0.671906
1180.944682,0.625029
1181.569710,0.625029
1182.241616,0.671906
1182.882271,0.640654
1183.554176,0.671906
1184.226082,0.671906
1184.866736,0.640654
1185.538642,0.671906
1186.163671,0.625029
1186.819951,0.656280
1187.460605,0.640654
1203.211326,0.656280
1203.867606,0.656280
1204.539512,0.671906
1205.195792,0.656280
1216.102541,0.625029
1216.711944,0.609403
1219.587076,0.562526
1220.180853,0.593777
1220.774630,0.593777
1221.384033,0.609403
1222.009062,0.625029
1222.618464,0.609403
1223.243493,0.625029
1223.852896,0.609403
1224.462299,0.609403
1225.087327,0.625029
1225.696730,0.609403
1226.321759,0.625029
1226.946788,0.625029
1227.524939,0.578151
1228.087465,0.562526
1228.743745,0.656280
1229.259393,0.515649
1229.915673,0.656280
1230.509451,0.593777
1231.103228,0.593777
1231.712631,0.609403
1232.337659,0.625029
1232.931437,0.593777
1233.509588,0.578151
1234.118991,0.609403
1234.712768,0.593777
1238.228554,0.578151
1238.775454,0.546900
1239.369231,0.593777
1239.963008,0.593777
1240.525534,0.562526
1241.119311,0.593777
1241.697463,0.578151
1242.306866,0.609403
1242.885017,0.578151
1243.478794,0.593777
1244.056946,0.578151
1244.650723,0.593777
1245.244500,0.593777
1245.900780,0.656280
1249.479069,0.609403
1250.150975,0.671906
